Data,Ano_x,Mês_x,Dia_x,Hora_x,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),Ano_y,Mês_y,Dia_y,Hora_y,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,rain_1h,clouds_all,weather_description
2021-12-16 22:00:00,2021,12,16,22,0.0,0.469,0.0,None,2021,12,16,22,9.51,9.72,13.12,1024,81,2.08,0.0,18,few clouds
2021-12-16 23:00:00,2021,12,16,23,0.0,0.308,0.0,None,2021,12,16,23,9.84,10.1,12.57,1025,81,1.99,0.0,21,few clouds
2021-12-17 00:00:00,2021,12,17,0,0.0,0.313,0.0,None,2021,12,17,0,9.65,10.01,12.57,1025,82,2.0,0.0,14,few clouds
2021-12-17 01:00:00,2021,12,17,1,0.0,0.32,0.0,None,2021,12,17,1,9.28,8.99,12.57,1025,83,2.08,0.0,1,sky is clear
2021-12-17 02:00:00,2021,12,17,2,0.0,0.32,0.0,None,2021,12,17,2,6.73,7.72,13.12,1025,80,2.29,0.0,0,sky is clear
2021-12-17 03:00:00,2021,12,17,3,0.0,0.337,0.0,None,2021,12,17,3,6.33,7.72,12.57,1025,79,2.45,0.0,0,sky is clear
2021-12-17 04:00:00,2021,12,17,4,0.0,0.734,0.0,None,2021,12,17,4,8.07,7.32,10.9,1025,79,2.53,0.0,0,sky is clear
2021-12-17 05:00:00,2021,12,17,5,0.0,0.269,0.0,None,2021,12,17,5,5.77,6.77,9.45,1025,82,2.62,0.0,0,sky is clear
2021-12-17 06:00:00,2021,12,17,6,0.0,0.286,0.0,None,2021,12,17,6,6.93,7.88,9.45,1025,83,2.62,0.0,0,sky is clear
2021-12-17 07:00:00,2021,12,17,7,0.0,1.511,0.0,None,2021,12,17,7,6.93,7.01,8.9,1025,84,2.55,0.0,0,sky is clear
2021-12-17 08:00:00,2021,12,17,8,0.276,0.0,0.117,Low,2021,12,17,8,6.45,5.9,9.45,1026,84,2.52,0.0,0,sky is clear
2021-12-17 09:00:00,2021,12,17,9,0.0,0.0,0.244,High,2021,12,17,9,7.71,7.57,10.11,1026,80,3.1,0.0,0,sky is clear
2021-12-17 10:00:00,2021,12,17,10,0.0,0.0,0.239,High,2021,12,17,10,11.07,9.54,12.37,1026,56,2.75,0.0,0,sky is clear
2021-12-17 11:00:00,2021,12,17,11,0.4,0.0,0.558,High,2021,12,17,11,12.78,11.68,14.04,1026,53,2.0,0.0,0,sky is clear
2021-12-17 12:00:00,2021,12,17,12,0.0,0.0,0.297,High,2021,12,17,12,13.97,13.34,15.15,1026,49,1.97,0.0,0,sky is clear
2021-12-17 13:00:00,2021,12,17,13,0.0,0.0,0.251,High,2021,12,17,13,13.98,13.9,15.72,1025,48,2.11,0.0,0,sky is clear
2021-12-17 14:00:00,2021,12,17,14,0.0,0.0,0.255,High,2021,12,17,14,14.48,15.01,15.9,1024,45,1.97,0.0,0,sky is clear
2021-12-17 15:00:00,2021,12,17,15,0.126,0.0,0.245,Medium,2021,12,17,15,14.51,14.54,16.72,1024,45,1.29,0.0,0,sky is clear
2021-12-17 16:00:00,2021,12,17,16,0.541,0.0,0.015,None,2021,12,17,16,13.98,14.54,15.15,1024,49,0.98,0.0,0,sky is clear
2021-12-17 17:00:00,2021,12,17,17,0.351,0.0,0.0,None,2021,12,17,17,12.22,12.72,14.0,1024,65,0.79,0.0,0,sky is clear
2021-12-17 18:00:00,2021,12,17,18,0.421,0.0,0.0,None,2021,12,17,18,10.4,9.72,12.89,1024,76,1.23,0.0,0,sky is clear
2021-12-17 19:00:00,2021,12,17,19,0.982,0.0,0.0,None,2021,12,17,19,9.02,7.72,11.78,1025,80,1.82,0.0,4,sky is clear
2021-12-17 20:00:00,2021,12,17,20,0.63,0.0,0.0,None,2021,12,17,20,9.71,8.12,11.22,1025,84,1.6,0.0,12,few clouds
2021-12-17 21:00:00,2021,12,17,21,0.469,0.0,0.0,None,2021,12,17,21,8.9,7.57,10.11,1025,88,1.56,0.0,29,scattered clouds
2021-12-17 22:00:00,2021,12,17,22,0.0,0.465,0.0,None,2021,12,17,22,8.37,6.45,9.55,1025,89,1.53,0.0,46,scattered clouds
2021-12-17 23:00:00,2021,12,17,23,0.0,1.269,0.0,None,2021,12,17,23,8.6,8.43,9.72,1025,89,1.74,0.0,45,scattered clouds
2021-12-18 00:00:00,2021,12,18,0,0.0,0.677,0.0,None,2021,12,18,0,8.2,7.88,9.72,1025,88,1.95,0.0,40,scattered clouds
2021-12-18 01:00:00,2021,12,18,1,0.0,0.348,0.0,None,2021,12,18,1,7.11,7.32,8.72,1025,87,2.09,0.0,52,broken clouds
2021-12-18 02:00:00,2021,12,18,2,0.0,0.252,0.0,None,2021,12,18,2,6.87,6.77,8.72,1025,85,2.13,0.0,55,broken clouds
2021-12-18 03:00:00,2021,12,18,3,0.0,0.25,0.0,None,2021,12,18,3,6.53,6.21,8.72,1025,83,2.3,0.0,26,scattered clouds
2021-12-18 04:00:00,2021,12,18,4,0.0,0.274,0.0,None,2021,12,18,4,6.47,6.21,8.72,1025,83,2.37,0.0,13,few clouds
2021-12-18 05:00:00,2021,12,18,5,0.0,0.245,0.0,None,2021,12,18,5,6.13,5.66,8.72,1025,83,2.54,0.0,5,sky is clear
2021-12-18 06:00:00,2021,12,18,6,0.0,0.263,0.0,None,2021,12,18,6,5.22,5.66,7.72,1025,83,2.67,0.0,2,sky is clear
2021-12-18 07:00:00,2021,12,18,7,0.0,1.499,0.0,None,2021,12,18,7,1.87,3.25,8.72,1025,83,2.69,0.0,2,sky is clear
2021-12-18 08:00:00,2021,12,18,8,0.232,0.0,0.1,None,2021,12,18,8,1.78,3.21,8.72,1026,83,2.76,0.0,2,sky is clear
2021-12-18 09:00:00,2021,12,18,9,0.179,0.0,0.388,Medium,2021,12,18,9,5.86,6.21,8.72,1026,80,3.26,0.0,0,sky is clear
2021-12-18 10:00:00,2021,12,18,10,0.0,0.0,0.395,High,2021,12,18,10,11.15,7.88,12.37,1026,61,3.02,0.0,25,scattered clouds
2021-12-18 11:00:00,2021,12,18,11,0.338,0.0,0.588,Medium,2021,12,18,11,12.39,10.11,13.48,1026,61,2.53,0.0,41,scattered clouds
2021-12-18 12:00:00,2021,12,18,12,0.637,0.0,0.688,Medium,2021,12,18,12,13.05,11.77,14.04,1026,61,2.61,0.0,44,scattered clouds
2021-12-18 13:00:00,2021,12,18,13,0.256,0.0,0.557,Medium,2021,12,18,13,13.13,13.34,14.72,1025,62,2.95,0.0,26,scattered clouds
2021-12-18 14:00:00,2021,12,18,14,0.267,0.0,0.441,Medium,2021,12,18,14,13.75,13.9,15.72,1025,62,2.87,0.0,10,sky is clear
2021-12-18 15:00:00,2021,12,18,15,0.025,0.0,0.273,Low,2021,12,18,15,13.66,13.43,15.72,1024,59,2.42,0.0,22,few clouds
2021-12-18 16:00:00,2021,12,18,16,1.201,0.0,0.02,None,2021,12,18,16,13.59,13.34,14.79,1025,59,1.65,0.0,26,scattered clouds
2021-12-18 17:00:00,2021,12,18,17,1.424,0.0,0.0,None,2021,12,18,17,12.56,12.23,13.72,1025,73,2.47,0.0,25,scattered clouds
2021-12-18 18:00:00,2021,12,18,18,0.904,0.0,0.0,None,2021,12,18,18,11.06,11.68,12.33,1025,77,2.43,0.0,31,scattered clouds
2021-12-18 19:00:00,2021,12,18,19,1.372,0.0,0.0,None,2021,12,18,19,10.66,10.9,11.72,1025,76,2.31,0.0,11,few clouds
2021-12-18 20:00:00,2021,12,18,20,0.875,0.0,0.0,None,2021,12,18,20,10.42,9.79,11.72,1025,77,2.32,0.0,16,few clouds
2021-12-18 21:00:00,2021,12,18,21,0.761,0.0,0.0,None,2021,12,18,21,10.22,8.68,11.72,1025,77,2.37,0.0,48,scattered clouds
2021-12-18 22:00:00,2021,12,18,22,0.0,0.59,0.0,None,2021,12,18,22,9.56,8.12,10.72,1025,77,2.94,0.0,50,scattered clouds
2021-12-18 23:00:00,2021,12,18,23,0.0,0.516,0.0,None,2021,12,18,23,9.65,7.57,10.72,1025,78,2.91,0.0,45,scattered clouds
2021-12-19 00:00:00,2021,12,19,0,0.0,0.5,0.0,None,2021,12,19,0,9.46,7.57,10.72,1025,78,2.81,0.0,35,scattered clouds
2021-12-19 01:00:00,2021,12,19,1,0.0,0.454,0.0,None,2021,12,19,1,8.25,7.01,10.57,1025,79,2.96,0.0,12,few clouds
2021-12-19 02:00:00,2021,12,19,2,0.0,0.397,0.0,None,2021,12,19,2,9.34,6.45,10.72,1024,77,3.18,0.0,1,sky is clear
2021-12-19 03:00:00,2021,12,19,3,0.0,0.349,0.0,None,2021,12,19,3,7.29,7.01,9.54,1024,77,3.17,0.0,1,sky is clear
2021-12-19 04:00:00,2021,12,19,4,0.0,0.324,0.0,None,2021,12,19,4,7.08,7.01,9.45,1024,78,3.12,0.0,0,sky is clear
2021-12-19 05:00:00,2021,12,19,5,0.0,0.259,0.0,None,2021,12,19,5,6.97,5.9,8.99,1024,80,3.23,0.0,0,sky is clear
2021-12-19 06:00:00,2021,12,19,6,0.0,0.997,0.0,None,2021,12,19,6,6.01,7.72,9.45,1023,81,3.36,0.0,9,sky is clear
2021-12-19 07:00:00,2021,12,19,7,0.0,0.5,0.0,None,2021,12,19,7,5.84,7.72,8.43,1023,81,3.49,0.0,54,broken clouds
2021-12-19 08:00:00,2021,12,19,8,0.23,0.0,0.098,None,2021,12,19,8,5.62,7.57,8.9,1023,81,3.53,0.0,80,broken clouds
2021-12-19 09:00:00,2021,12,19,9,0.089,0.0,0.425,Medium,2021,12,19,9,6.36,8.12,8.9,1023,78,3.92,0.0,81,broken clouds
2021-12-19 10:00:00,2021,12,19,10,1.299,0.0,0.686,None,2021,12,19,10,9.52,9.45,10.72,1023,67,3.83,0.0,98,overcast clouds
2021-12-19 11:00:00,2021,12,19,11,0.729,0.0,0.753,Low,2021,12,19,11,10.24,10.57,12.72,1023,67,3.57,0.0,100,overcast clouds
2021-12-19 12:00:00,2021,12,19,12,0.997,0.0,0.86,None,2021,12,19,12,11.94,11.68,13.72,1022,64,3.91,0.0,13,few clouds
2021-12-19 13:00:00,2021,12,19,13,0.0,0.0,0.345,High,2021,12,19,13,12.51,12.79,14.72,1021,61,4.37,0.0,2,sky is clear
2021-12-19 14:00:00,2021,12,19,14,0.008,0.0,0.404,Medium,2021,12,19,14,13.63,13.34,14.79,1020,60,4.56,0.0,12,few clouds
2021-12-19 15:00:00,2021,12,19,15,0.036,0.0,0.298,Low,2021,12,19,15,13.63,12.88,15.72,1019,59,4.18,0.0,8,sky is clear
2021-12-19 16:00:00,2021,12,19,16,0.306,0.0,0.015,None,2021,12,19,16,13.63,13.34,14.72,1019,60,3.56,0.0,10,sky is clear
2021-12-19 17:00:00,2021,12,19,17,0.363,0.0,0.0,None,2021,12,19,17,12.27,12.23,13.72,1019,62,3.43,0.0,32,scattered clouds
2021-12-19 18:00:00,2021,12,19,18,0.957,0.0,0.0,None,2021,12,19,18,12.35,12.23,13.72,1018,65,3.84,0.0,96,overcast clouds
2021-12-19 19:00:00,2021,12,19,19,1.858,0.0,0.0,None,2021,12,19,19,12.19,11.77,13.72,1018,66,3.93,0.0,100,overcast clouds
2021-12-19 20:00:00,2021,12,19,20,1.155,0.0,0.0,None,2021,12,19,20,12.22,11.77,13.72,1018,67,3.71,0.0,100,overcast clouds
2021-12-19 21:00:00,2021,12,19,21,0.806,0.0,0.0,None,2021,12,19,21,12.22,11.77,13.72,1018,67,3.8,0.0,100,overcast clouds
2021-12-19 22:00:00,2021,12,19,22,0.0,0.656,0.0,None,2021,12,19,22,12.46,12.32,13.72,1017,66,4.24,0.0,99,overcast clouds
2021-12-19 23:00:00,2021,12,19,23,0.0,0.624,0.0,None,2021,12,19,23,12.43,12.32,13.72,1017,68,4.14,0.0,98,overcast clouds
2021-12-20 00:00:00,2021,12,20,0,0.0,0.508,0.0,None,2021,12,20,0,12.47,12.32,13.72,1017,69,4.2,0.0,100,overcast clouds
2021-12-20 01:00:00,2021,12,20,1,0.0,0.337,0.0,None,2021,12,20,1,12.36,12.32,13.72,1017,70,4.23,0.0,99,overcast clouds
2021-12-20 02:00:00,2021,12,20,2,0.0,0.331,0.0,None,2021,12,20,2,12.61,12.57,13.72,1017,71,4.23,0.0,50,scattered clouds
2021-12-20 03:00:00,2021,12,20,3,0.0,0.337,0.0,None,2021,12,20,3,12.61,11.45,13.72,1016,70,4.12,0.0,37,scattered clouds
2021-12-20 04:00:00,2021,12,20,4,0.0,0.296,0.0,None,2021,12,20,4,12.56,12.57,13.72,1016,68,4.29,0.0,79,broken clouds
2021-12-20 05:00:00,2021,12,20,5,0.0,0.257,0.0,None,2021,12,20,5,12.63,12.88,13.9,1016,69,4.2,0.0,89,overcast clouds
2021-12-20 06:00:00,2021,12,20,6,0.0,0.256,0.0,None,2021,12,20,6,12.81,13.12,13.72,1016,69,4.21,0.0,80,broken clouds
2021-12-20 07:00:00,2021,12,20,7,0.0,1.232,0.0,None,2021,12,20,7,13.25,12.88,14.72,1016,70,4.29,0.0,82,broken clouds
2021-12-20 08:00:00,2021,12,20,8,1.277,0.0,0.018,None,2021,12,20,8,12.61,12.57,13.72,1016,70,4.01,0.0,99,overcast clouds
2021-12-20 09:00:00,2021,12,20,9,0.148,0.0,0.077,None,2021,12,20,9,12.15,12.79,13.72,1017,70,4.0,0.0,99,overcast clouds
2021-12-20 10:00:00,2021,12,20,10,0.082,0.0,0.139,None,2021,12,20,10,11.28,11.82,13.12,1017,82,4.41,0.0,100,overcast clouds
2021-12-20 11:00:00,2021,12,20,11,0.103,0.0,0.173,None,2021,12,20,11,11.79,12.32,13.72,1017,78,4.38,0.0,100,overcast clouds
2021-12-20 12:00:00,2021,12,20,12,0.49,0.0,0.111,None,2021,12,20,12,12.85,13.12,14.0,1016,75,4.38,0.23,100,light rain
2021-12-20 13:00:00,2021,12,20,13,0.218,0.0,0.06,None,2021,12,20,13,13.54,13.44,14.04,1016,79,4.79,0.73,100,light rain
2021-12-20 14:00:00,2021,12,20,14,0.311,0.0,0.003,None,2021,12,20,14,13.0,12.72,14.45,1015,83,5.21,1.41,100,moderate rain
2021-12-20 15:00:00,2021,12,20,15,0.268,0.0,0.003,None,2021,12,20,15,12.54,12.72,13.12,1015,87,5.22,1.75,100,moderate rain
2021-12-20 16:00:00,2021,12,20,16,1.174,0.0,0.0,None,2021,12,20,16,11.5,11.82,12.79,1015,91,4.93,1.74,100,moderate rain
2021-12-20 17:00:00,2021,12,20,17,0.581,0.0,0.0,None,2021,12,20,17,12.04,11.77,12.79,1015,91,4.56,1.35,100,moderate rain
2021-12-20 18:00:00,2021,12,20,18,1.752,0.0,0.0,None,2021,12,20,18,12.12,11.45,13.72,1015,91,4.81,1.41,100,moderate rain
2021-12-20 19:00:00,2021,12,20,19,1.779,0.0,0.0,None,2021,12,20,19,12.09,11.45,13.72,1015,90,4.77,1.59,100,moderate rain
2021-12-20 20:00:00,2021,12,20,20,1.15,0.0,0.0,None,2021,12,20,20,12.06,12.01,13.72,1015,89,4.56,0.87,84,light rain
2021-12-20 21:00:00,2021,12,20,21,0.462,0.0,0.0,None,2021,12,20,21,12.58,12.32,12.93,1015,89,4.55,0.44,99,light rain
2021-12-20 22:00:00,2021,12,20,22,0.0,0.719,0.0,None,2021,12,20,22,12.67,11.77,13.72,1016,92,4.12,1.49,100,moderate rain
2021-12-20 23:00:00,2021,12,20,23,0.0,0.594,0.0,None,2021,12,20,23,12.04,11.77,12.79,1016,92,3.99,1.98,100,moderate rain
2021-12-21 00:00:00,2021,12,21,0,0.0,0.508,0.0,None,2021,12,21,0,12.09,11.77,12.79,1016,93,3.94,1.95,100,moderate rain
2021-12-21 01:00:00,2021,12,21,1,0.0,0.431,0.0,None,2021,12,21,1,12.6,11.45,12.93,1016,91,3.82,1.66,100,moderate rain
2021-12-21 02:00:00,2021,12,21,2,0.0,0.384,0.0,None,2021,12,21,2,12.06,11.45,12.79,1016,92,3.33,1.26,100,moderate rain
2021-12-21 03:00:00,2021,12,21,3,0.0,0.39,0.0,None,2021,12,21,3,12.07,11.77,12.37,1016,93,2.69,0.73,100,light rain
2021-12-21 04:00:00,2021,12,21,4,0.0,0.55,0.0,None,2021,12,21,4,12.71,11.77,13.72,1016,93,2.48,0.35,100,light rain
2021-12-21 05:00:00,2021,12,21,5,0.0,0.395,0.0,None,2021,12,21,5,13.6,11.45,14.72,1015,92,3.23,0.31,99,light rain
2021-12-21 06:00:00,2021,12,21,6,0.0,0.389,0.0,None,2021,12,21,6,12.91,11.45,13.72,1015,91,2.73,0.29,97,light rain
2021-12-21 07:00:00,2021,12,21,7,0.0,0.884,0.0,None,2021,12,21,7,12.94,11.45,13.72,1015,91,2.98,0.0,100,overcast clouds
2021-12-21 08:00:00,2021,12,21,8,0.269,0.0,0.132,None,2021,12,21,8,12.91,12.01,13.72,1015,90,4.2,0.0,100,overcast clouds
2021-12-21 09:00:00,2021,12,21,9,0.0,0.0,0.337,Medium,2021,12,21,9,13.42,12.32,14.72,1015,88,4.35,0.0,100,overcast clouds
2021-12-21 10:00:00,2021,12,21,10,0.0,0.0,0.341,High,2021,12,21,10,14.87,14.79,15.72,1015,81,3.92,0.0,99,overcast clouds
2021-12-21 11:00:00,2021,12,21,11,0.0,0.0,0.355,High,2021,12,21,11,15.97,15.1,16.78,1014,78,4.53,0.0,86,overcast clouds
2021-12-21 12:00:00,2021,12,21,12,0.15,0.0,0.573,Medium,2021,12,21,12,17.69,17.57,18.72,1014,71,5.13,0.0,96,overcast clouds
2021-12-21 13:00:00,2021,12,21,13,0.037,0.0,0.31,Medium,2021,12,21,13,18.3,17.01,19.72,1013,71,5.21,0.0,97,overcast clouds
2021-12-21 14:00:00,2021,12,21,14,0.03,0.0,0.305,Low,2021,12,21,14,17.71,17.01,18.72,1013,73,4.89,0.0,99,overcast clouds
2021-12-21 15:00:00,2021,12,21,15,0.18,0.0,0.155,None,2021,12,21,15,17.76,17.01,19.72,1012,73,5.03,0.0,100,overcast clouds
2021-12-21 16:00:00,2021,12,21,16,0.407,0.0,0.011,None,2021,12,21,16,17.72,16.45,18.72,1012,74,4.43,0.0,100,overcast clouds
2021-12-21 17:00:00,2021,12,21,17,0.755,0.0,0.0,None,2021,12,21,17,17.1,16.77,17.72,1013,72,3.79,0.0,91,overcast clouds
2021-12-21 18:00:00,2021,12,21,18,0.6,0.0,0.0,None,2021,12,21,18,16.94,15.9,17.72,1013,73,3.52,0.0,62,broken clouds
2021-12-21 19:00:00,2021,12,21,19,0.818,0.0,0.0,None,2021,12,21,19,16.79,16.21,17.72,1013,75,3.5,0.0,41,scattered clouds
2021-12-21 20:00:00,2021,12,21,20,0.995,0.0,0.0,None,2021,12,21,20,16.42,15.57,16.82,1013,73,3.68,0.0,59,broken clouds
2021-12-21 21:00:00,2021,12,21,21,0.721,0.0,0.0,None,2021,12,21,21,15.1,15.1,15.9,1014,76,3.47,0.16,74,light rain
2021-12-21 22:00:00,2021,12,21,22,0.0,0.593,0.0,None,2021,12,21,22,15.86,15.1,16.26,1013,76,3.34,0.0,81,broken clouds
2021-12-21 23:00:00,2021,12,21,23,0.0,0.998,0.0,None,2021,12,21,23,15.83,15.1,16.26,1013,75,2.84,0.17,70,light rain
2021-12-22 00:00:00,2021,12,22,0,0.0,1.297,0.0,None,2021,12,22,0,15.83,14.54,16.72,1013,74,2.74,0.18,63,light rain
2021-12-22 01:00:00,2021,12,22,1,0.0,0.365,0.0,None,2021,12,22,1,14.85,14.45,15.72,1013,79,2.38,0.16,58,light rain
2021-12-22 02:00:00,2021,12,22,2,0.0,0.372,0.0,None,2021,12,22,2,14.65,13.43,15.34,1014,79,2.11,0.11,72,light rain
2021-12-22 03:00:00,2021,12,22,3,0.0,0.353,0.0,None,2021,12,22,3,14.3,14.45,14.79,1014,84,1.97,0.0,89,overcast clouds
2021-12-22 04:00:00,2021,12,22,4,0.0,0.301,0.0,None,2021,12,22,4,14.32,14.23,14.72,1014,85,2.35,0.15,80,light rain
2021-12-22 05:00:00,2021,12,22,5,0.0,0.437,0.0,None,2021,12,22,5,13.86,13.34,14.72,1014,90,2.87,0.14,59,light rain
2021-12-22 06:00:00,2021,12,22,6,0.0,0.321,0.0,None,2021,12,22,6,13.27,12.88,13.72,1014,92,3.05,0.0,46,scattered clouds
2021-12-22 07:00:00,2021,12,22,7,0.0,1.026,0.0,None,2021,12,22,7,12.7,12.32,13.72,1015,92,2.9,0.0,34,scattered clouds
2021-12-22 08:00:00,2021,12,22,8,0.526,0.0,0.108,None,2021,12,22,8,12.12,12.32,13.72,1015,91,3.01,0.0,38,scattered clouds
2021-12-22 09:00:00,2021,12,22,9,0.0,0.0,0.287,Medium,2021,12,22,9,12.7,11.77,14.0,1016,92,3.16,0.0,40,scattered clouds
2021-12-22 10:00:00,2021,12,22,10,0.0,0.0,0.278,High,2021,12,22,10,13.78,13.43,15.11,1016,86,3.94,0.0,59,broken clouds
2021-12-22 11:00:00,2021,12,22,11,0.0,0.0,0.276,High,2021,12,22,11,14.37,14.59,16.72,1016,81,3.98,0.0,35,scattered clouds
2021-12-22 12:00:00,2021,12,22,12,0.0,0.0,0.282,Medium,2021,12,22,12,15.32,15.66,16.78,1016,74,5.69,0.0,52,broken clouds
2021-12-22 13:00:00,2021,12,22,13,0.102,0.0,0.18,Medium,2021,12,22,13,15.94,15.9,17.72,1015,72,5.44,0.0,49,scattered clouds
2021-12-22 14:00:00,2021,12,22,14,0.304,0.0,0.133,None,2021,12,22,14,15.92,15.9,17.72,1015,71,5.2,0.0,54,broken clouds
2021-12-22 15:00:00,2021,12,22,15,0.649,0.0,0.074,None,2021,12,22,15,15.95,15.9,17.72,1014,73,4.05,0.0,68,broken clouds
2021-12-22 16:00:00,2021,12,22,16,0.697,0.0,0.01,None,2021,12,22,16,15.88,15.9,16.78,1014,73,3.78,0.0,66,broken clouds
2021-12-22 17:00:00,2021,12,22,17,0.348,0.0,0.0,None,2021,12,22,17,15.37,15.34,16.78,1014,76,3.42,0.0,94,overcast clouds
2021-12-22 18:00:00,2021,12,22,18,0.358,0.0,0.0,None,2021,12,22,18,15.1,14.79,15.72,1014,76,3.33,0.0,99,overcast clouds
2021-12-22 19:00:00,2021,12,22,19,0.343,0.0,0.0,None,2021,12,22,19,14.91,14.54,15.72,1014,75,3.54,0.0,100,overcast clouds
2021-12-22 20:00:00,2021,12,22,20,0.728,0.0,0.0,None,2021,12,22,20,14.88,14.54,15.72,1015,74,3.99,0.0,100,overcast clouds
2021-12-22 21:00:00,2021,12,22,21,0.903,0.0,0.0,None,2021,12,22,21,15.66,14.54,16.72,1014,75,3.97,0.0,100,overcast clouds
2021-12-22 22:00:00,2021,12,22,22,0.0,0.83,0.0,None,2021,12,22,22,14.76,14.79,16.12,1014,77,5.37,0.0,100,overcast clouds
2021-12-22 23:00:00,2021,12,22,23,0.0,0.626,0.0,None,2021,12,22,23,14.74,13.34,15.15,1014,79,5.68,0.12,100,light rain
2021-12-23 00:00:00,2021,12,23,0,0.0,0.558,0.0,None,2021,12,23,0,14.33,13.34,14.79,1014,87,5.55,1.32,100,moderate rain
2021-12-23 01:00:00,2021,12,23,1,0.0,0.287,0.0,None,2021,12,23,1,13.86,13.43,14.79,1014,90,5.38,1.89,100,moderate rain
2021-12-23 02:00:00,2021,12,23,2,0.0,0.288,0.0,None,2021,12,23,2,13.92,13.43,14.79,1014,92,5.14,1.7,100,moderate rain
2021-12-23 03:00:00,2021,12,23,3,0.0,0.351,0.0,None,2021,12,23,3,14.02,13.99,15.72,1014,93,4.65,2.12,100,moderate rain
2021-12-23 04:00:00,2021,12,23,4,0.0,0.299,0.0,None,2021,12,23,4,13.96,13.9,14.79,1014,93,3.96,2.48,100,moderate rain
2021-12-23 05:00:00,2021,12,23,5,0.0,0.301,0.0,None,2021,12,23,5,14.44,13.43,14.79,1014,93,3.09,2.38,100,moderate rain
2021-12-23 06:00:00,2021,12,23,6,0.0,0.696,0.0,None,2021,12,23,6,13.88,13.34,14.79,1014,93,2.6,2.31,100,moderate rain
2021-12-23 07:00:00,2021,12,23,7,0.0,0.865,0.0,None,2021,12,23,7,13.88,13.34,14.79,1014,93,2.39,0.7,100,light rain
2021-12-23 08:00:00,2021,12,23,8,0.622,0.0,0.001,None,2021,12,23,8,13.89,12.88,14.04,1014,94,2.27,0.28,100,light rain
2021-12-23 09:00:00,2021,12,23,9,0.333,0.0,0.024,None,2021,12,23,9,13.89,12.88,14.04,1015,94,2.16,0.2,100,light rain
2021-12-23 10:00:00,2021,12,23,10,0.182,0.0,0.117,Low,2021,12,23,10,13.89,12.88,14.04,1015,94,2.61,0.15,100,light rain
2021-12-23 11:00:00,2021,12,23,11,0.074,0.0,0.386,Medium,2021,12,23,11,13.92,13.43,14.23,1015,94,2.63,0.14,95,light rain
2021-12-23 12:00:00,2021,12,23,12,0.071,0.0,0.332,Medium,2021,12,23,12,14.56,14.0,14.72,1014,94,3.28,0.46,91,light rain
2021-12-23 13:00:00,2021,12,23,13,0.121,0.0,0.203,None,2021,12,23,13,14.57,14.54,15.01,1014,94,3.65,0.21,49,light rain
2021-12-23 14:00:00,2021,12,23,14,0.138,0.0,0.213,None,2021,12,23,14,15.13,14.23,15.66,1013,93,3.33,0.22,89,light rain
2021-12-23 15:00:00,2021,12,23,15,0.577,0.0,0.097,None,2021,12,23,15,14.52,14.23,15.01,1013,92,3.42,0.17,61,light rain
2021-12-23 16:00:00,2021,12,23,16,0.477,0.0,0.037,None,2021,12,23,16,14.42,13.72,15.1,1013,90,3.44,0.16,72,light rain
2021-12-23 17:00:00,2021,12,23,17,0.751,0.0,0.001,None,2021,12,23,17,13.79,13.34,14.54,1013,88,2.62,0.11,92,light rain
2021-12-23 18:00:00,2021,12,23,18,0.998,0.0,0.0,None,2021,12,23,18,12.64,12.57,13.72,1013,88,2.85,0.0,67,broken clouds
2021-12-23 19:00:00,2021,12,23,19,0.599,0.0,0.0,None,2021,12,23,19,12.62,12.23,13.72,1014,88,3.93,0.0,68,broken clouds
2021-12-23 20:00:00,2021,12,23,20,0.813,0.0,0.0,None,2021,12,23,20,12.58,12.32,12.93,1014,89,4.46,0.0,60,broken clouds
2021-12-23 21:00:00,2021,12,23,21,0.564,0.0,0.0,None,2021,12,23,21,12.12,12.32,13.72,1013,91,4.59,0.0,57,broken clouds
2021-12-23 22:00:00,2021,12,23,22,0.0,0.951,0.0,None,2021,12,23,22,12.54,12.23,12.93,1014,88,5.0,0.0,93,overcast clouds
2021-12-23 23:00:00,2021,12,23,23,0.0,0.992,0.0,None,2021,12,23,23,11.49,11.77,13.72,1013,89,4.74,0.0,100,overcast clouds
2021-12-24 00:00:00,2021,12,24,0,0.0,0.544,0.0,None,2021,12,24,0,11.44,11.77,12.89,1012,89,4.44,0.0,100,overcast clouds
2021-12-24 01:00:00,2021,12,24,1,0.0,0.374,0.0,None,2021,12,24,1,11.92,11.21,13.72,1012,85,4.69,0.16,99,light rain
2021-12-24 02:00:00,2021,12,24,2,0.0,0.319,0.0,None,2021,12,24,2,11.81,11.77,12.37,1011,83,4.9,0.28,100,light rain
2021-12-24 03:00:00,2021,12,24,3,0.0,0.321,0.0,None,2021,12,24,3,11.86,11.77,12.72,1011,84,5.22,0.37,100,light rain
2021-12-24 04:00:00,2021,12,24,4,0.0,0.304,0.0,None,2021,12,24,4,11.86,11.77,12.79,1010,84,5.24,0.35,100,light rain
2021-12-24 05:00:00,2021,12,24,5,0.0,0.307,0.0,None,2021,12,24,5,11.96,11.77,13.72,1010,86,5.32,0.54,100,light rain
2021-12-24 06:00:00,2021,12,24,6,0.0,0.314,0.0,None,2021,12,24,6,11.91,12.32,12.79,1009,86,5.66,0.56,100,light rain
