Data,Ano_x,Mês_x,Dia_x,Hora_x,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Ano_y,Mês_y,Dia_y,Hora_y,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,rain_1h,clouds_all,weather_description
2023-01-22 20:00:00,2023,1,22,20,0.55,0.0,0.0,2023,1,22,20,7.7,7.57,8.99,1030,75,2.11,0.0,0,sky is clear
2023-01-22 21:00:00,2023,1,22,21,0.385,0.0,0.0,2023,1,22,21,5.61,6.72,8.43,1030,81,2.37,0.0,0,sky is clear
2023-01-22 22:00:00,2023,1,22,22,0.0,0.342,0.0,2023,1,22,22,6.52,5.34,8.43,1030,84,2.29,0.0,0,sky is clear
2023-01-22 23:00:00,2023,1,22,23,0.0,0.465,0.0,2023,1,22,23,5.51,4.23,7.32,1030,83,2.06,0.0,0,sky is clear
2023-01-23 00:00:00,2023,1,23,0,0.0,0.455,0.0,2023,1,23,0,4.44,3.68,6.77,1029,83,2.08,0.0,1,sky is clear
2023-01-23 01:00:00,2023,1,23,1,0.0,0.305,0.0,2023,1,23,1,4.46,3.12,6.21,1029,83,1.89,0.0,5,sky is clear
2023-01-23 02:00:00,2023,1,23,2,0.0,0.348,0.0,2023,1,23,2,3.35,2.57,5.66,1029,84,2.01,0.0,0,sky is clear
2023-01-23 03:00:00,2023,1,23,3,0.0,0.332,0.0,2023,1,23,3,1.53,2.57,5.1,1029,87,1.98,0.0,1,sky is clear
2023-01-23 04:00:00,2023,1,23,4,0.0,0.285,0.0,2023,1,23,4,2.34,2.01,5.1,1029,88,1.99,0.0,1,sky is clear
2023-01-23 05:00:00,2023,1,23,5,0.0,0.301,0.0,2023,1,23,5,2.04,2.01,5.01,1029,89,2.16,0.0,3,sky is clear
2023-01-23 06:00:00,2023,1,23,6,0.0,0.275,0.0,2023,1,23,6,1.85,1.45,3.99,1028,91,2.15,0.0,5,sky is clear
2023-01-23 07:00:00,2023,1,23,7,0.0,1.683,0.0,2023,1,23,7,1.0,1.45,4.45,1028,91,2.17,0.0,4,sky is clear
2023-01-23 08:00:00,2023,1,23,8,0.23,0.0,0.133,2023,1,23,8,1.81,1.45,3.99,1028,91,2.19,0.0,3,sky is clear
2023-01-23 09:00:00,2023,1,23,9,0.0,0.0,0.299,2023,1,23,9,4.49,2.57,6.82,1028,63,2.82,0.0,0,sky is clear
2023-01-23 10:00:00,2023,1,23,10,0.0,0.0,0.294,2023,1,23,10,6.45,5.1,7.93,1028,57,2.34,0.0,0,sky is clear
2023-01-23 11:00:00,2023,1,23,11,0.0,0.0,0.3,2023,1,23,11,8.62,6.21,9.59,1028,56,1.88,0.0,0,sky is clear
2023-01-23 12:00:00,2023,1,23,12,0.0,0.0,0.301,2023,1,23,12,9.13,9.23,10.82,1027,50,1.79,0.0,0,sky is clear
2023-01-23 13:00:00,2023,1,23,13,0.0,0.0,0.37,2023,1,23,13,9.48,10.34,11.26,1027,42,1.51,0.0,6,sky is clear
2023-01-23 14:00:00,2023,1,23,14,0.0,0.0,0.295,2023,1,23,14,9.64,8.99,12.82,1026,43,1.28,0.0,16,few clouds
2023-01-23 15:00:00,2023,1,23,15,0.0,0.0,0.307,2023,1,23,15,10.05,9.54,12.82,1025,37,1.39,0.0,0,sky is clear
2023-01-23 16:00:00,2023,1,23,16,0.152,0.0,0.136,2023,1,23,16,9.94,9.23,11.82,1025,36,1.6,0.0,0,sky is clear
2023-01-23 17:00:00,2023,1,23,17,0.453,0.0,0.001,2023,1,23,17,9.33,8.68,11.68,1025,41,1.82,0.0,0,sky is clear
2023-01-23 18:00:00,2023,1,23,18,0.368,0.0,0.0,2023,1,23,18,6.43,5.82,9.54,1025,51,2.45,0.0,0,sky is clear
2023-01-23 19:00:00,2023,1,23,19,1.346,0.0,0.0,2023,1,23,19,5.08,4.15,8.43,1025,63,2.47,0.0,0,sky is clear
2023-01-23 20:00:00,2023,1,23,20,0.444,0.0,0.0,2023,1,23,20,3.41,3.6,8.43,1025,65,2.59,0.0,0,sky is clear
2023-01-23 21:00:00,2023,1,23,21,0.369,0.0,0.0,2023,1,23,21,2.48,3.04,7.32,1025,68,2.33,0.0,0,sky is clear
2023-01-23 22:00:00,2023,1,23,22,0.0,0.419,0.0,2023,1,23,22,2.99,1.93,6.77,1026,65,2.25,0.0,0,sky is clear
2023-01-23 23:00:00,2023,1,23,23,0.0,0.31,0.0,2023,1,23,23,3.5,2.49,6.21,1026,67,2.45,0.0,0,sky is clear
2023-01-24 00:00:00,2023,1,24,0,0.0,0.351,0.0,2023,1,24,0,2.59,1.93,6.12,1026,69,2.38,0.0,0,sky is clear
2023-01-24 01:00:00,2023,1,24,1,0.0,0.376,0.0,2023,1,24,1,0.92,1.38,5.66,1026,71,2.44,0.0,0,sky is clear
2023-01-24 02:00:00,2023,1,24,2,0.0,0.373,0.0,2023,1,24,2,0.02,0.82,5.1,1026,76,2.32,0.0,0,sky is clear
2023-01-24 03:00:00,2023,1,24,3,0.0,0.351,0.0,2023,1,24,3,0.91,0.82,5.1,1027,78,2.21,0.0,0,sky is clear
2023-01-24 04:00:00,2023,1,24,4,0.0,0.361,0.0,2023,1,24,4,-0.73,0.72,5.1,1027,81,2.32,0.0,0,sky is clear
2023-01-24 05:00:00,2023,1,24,5,0.0,0.339,0.0,2023,1,24,5,-0.11,0.26,5.1,1027,81,2.39,0.0,1,sky is clear
2023-01-24 06:00:00,2023,1,24,6,0.0,0.362,0.0,2023,1,24,6,0.73,0.26,5.1,1027,82,2.3,0.0,0,sky is clear
2023-01-24 07:00:00,2023,1,24,7,0.0,1.157,0.0,2023,1,24,7,-0.11,-0.29,5.1,1027,83,2.26,0.0,0,sky is clear
2023-01-24 08:00:00,2023,1,24,8,0.291,0.0,0.171,2023,1,24,8,0.98,2.72,4.54,1027,84,2.28,0.0,0,sky is clear
2023-01-24 09:00:00,2023,1,24,9,0.0,0.0,0.305,2023,1,24,9,3.36,2.49,6.26,1028,61,2.93,0.0,0,sky is clear
2023-01-24 10:00:00,2023,1,24,10,0.0,0.0,0.355,2023,1,24,10,6.33,4.54,7.93,1028,59,2.17,0.0,0,sky is clear
2023-01-24 11:00:00,2023,1,24,11,0.0,0.0,0.347,2023,1,24,11,8.78,5.66,9.04,1028,57,1.31,0.0,0,sky is clear
2023-01-24 12:00:00,2023,1,24,12,0.0,0.0,0.358,2023,1,24,12,8.5,8.04,10.15,1027,52,0.99,0.0,0,sky is clear
2023-01-24 13:00:00,2023,1,24,13,0.0,0.0,0.364,2023,1,24,13,9.66,9.23,11.26,1027,53,0.58,0.0,0,sky is clear
2023-01-24 14:00:00,2023,1,24,14,0.0,0.0,0.341,2023,1,24,14,10.34,11.12,11.93,1026,49,0.12,0.0,1,sky is clear
2023-01-24 15:00:00,2023,1,24,15,0.0,0.0,0.356,2023,1,24,15,10.36,10.9,13.04,1026,49,0.61,0.0,3,sky is clear
2023-01-24 16:00:00,2023,1,24,16,0.185,0.0,0.149,2023,1,24,16,10.43,9.54,13.6,1026,54,0.62,0.0,4,sky is clear
2023-01-24 17:00:00,2023,1,24,17,0.534,0.0,0.001,2023,1,24,17,9.79,10.1,11.68,1026,55,0.88,0.0,3,sky is clear
2023-01-24 18:00:00,2023,1,24,18,2.337,0.0,0.0,2023,1,24,18,7.06,7.72,10.01,1026,65,1.91,0.0,3,sky is clear
2023-01-24 19:00:00,2023,1,24,19,2.198,0.0,0.0,2023,1,24,19,5.45,5.26,8.9,1027,68,2.22,0.0,3,sky is clear
2023-01-24 20:00:00,2023,1,24,20,0.647,0.0,0.0,2023,1,24,20,5.34,4.71,8.9,1027,77,2.31,0.0,6,sky is clear
2023-01-24 21:00:00,2023,1,24,21,0.516,0.0,0.0,2023,1,24,21,3.29,4.15,7.79,1027,80,2.49,0.0,5,sky is clear
2023-01-24 22:00:00,2023,1,24,22,0.0,0.469,0.0,2023,1,24,22,4.23,5.72,7.23,1028,81,2.41,0.0,3,sky is clear
2023-01-24 23:00:00,2023,1,24,23,0.0,0.418,0.0,2023,1,24,23,4.61,3.6,6.68,1028,78,2.03,0.0,4,sky is clear
2023-01-25 00:00:00,2023,1,25,0,0.0,0.394,0.0,2023,1,25,0,2.49,2.49,6.12,1028,82,1.83,0.0,9,sky is clear
2023-01-25 01:00:00,2023,1,25,1,0.0,0.378,0.0,2023,1,25,1,4.18,1.38,6.68,1029,78,1.74,0.0,6,sky is clear
2023-01-25 02:00:00,2023,1,25,2,0.0,0.307,0.0,2023,1,25,2,3.28,1.93,6.68,1029,83,1.73,0.0,4,sky is clear
2023-01-25 03:00:00,2023,1,25,3,0.0,0.327,0.0,2023,1,25,3,2.2,0.82,6.12,1029,83,1.87,0.0,6,sky is clear
2023-01-25 04:00:00,2023,1,25,4,0.0,0.295,0.0,2023,1,25,4,1.28,1.38,5.66,1029,84,2.08,0.0,3,sky is clear
2023-01-25 05:00:00,2023,1,25,5,0.0,0.328,0.0,2023,1,25,5,1.96,0.82,5.66,1029,86,2.06,0.0,8,sky is clear
2023-01-25 06:00:00,2023,1,25,6,0.0,0.277,0.0,2023,1,25,6,1.72,0.82,5.1,1029,86,2.15,0.0,8,sky is clear
2023-01-25 07:00:00,2023,1,25,7,0.0,1.083,0.0,2023,1,25,7,1.53,0.82,4.54,1030,87,2.19,0.0,8,sky is clear
2023-01-25 08:00:00,2023,1,25,8,0.273,0.0,0.137,2023,1,25,8,1.57,0.26,4.54,1030,87,2.07,0.0,9,sky is clear
2023-01-25 09:00:00,2023,1,25,9,0.0,0.0,0.287,2023,1,25,9,3.55,1.93,5.82,1031,72,2.59,0.0,8,sky is clear
2023-01-25 10:00:00,2023,1,25,10,0.0,0.0,0.31,2023,1,25,10,5.42,4.79,6.82,1031,66,1.97,0.0,4,sky is clear
2023-01-25 11:00:00,2023,1,25,11,0.298,0.0,0.613,2023,1,25,11,7.07,7.23,7.93,1032,62,1.69,0.0,2,sky is clear
2023-01-25 12:00:00,2023,1,25,12,0.405,0.0,0.648,2023,1,25,12,8.87,8.72,9.59,1031,57,1.72,0.0,0,sky is clear
2023-01-25 13:00:00,2023,1,25,13,0.0,0.0,0.277,2023,1,25,13,8.75,8.9,10.82,1031,57,1.31,0.0,0,sky is clear
2023-01-25 14:00:00,2023,1,25,14,0.023,0.0,0.581,2023,1,25,14,9.83,10.57,11.82,1030,52,1.05,0.0,0,sky is clear
2023-01-25 15:00:00,2023,1,25,15,0.155,0.0,0.401,2023,1,25,15,9.92,11.12,12.01,1029,54,1.71,0.0,0,sky is clear
2023-01-25 16:00:00,2023,1,25,16,0.176,0.0,0.155,2023,1,25,16,9.91,8.99,13.04,1029,59,2.2,0.0,0,sky is clear
2023-01-25 17:00:00,2023,1,25,17,0.308,0.0,0.003,2023,1,25,17,9.32,9.54,11.93,1030,61,1.85,0.0,0,sky is clear
2023-01-25 18:00:00,2023,1,25,18,0.564,0.0,0.0,2023,1,25,18,7.75,6.38,9.04,1030,71,2.2,0.0,0,sky is clear
2023-01-25 19:00:00,2023,1,25,19,0.741,0.0,0.0,2023,1,25,19,4.67,5.26,8.43,1030,73,2.26,0.0,0,sky is clear
2023-01-25 20:00:00,2023,1,25,20,1.811,0.0,0.0,2023,1,25,20,6.28,4.15,7.93,1030,76,2.23,0.0,0,sky is clear
2023-01-25 21:00:00,2023,1,25,21,0.539,0.0,0.0,2023,1,25,21,5.64,3.04,7.37,1030,79,2.14,0.0,0,sky is clear
2023-01-25 22:00:00,2023,1,25,22,0.0,0.401,0.0,2023,1,25,22,4.85,4.72,6.82,1030,82,2.48,0.0,0,sky is clear
2023-01-25 23:00:00,2023,1,25,23,0.0,0.424,0.0,2023,1,25,23,3.93,1.93,6.26,1030,85,2.51,0.0,5,sky is clear
2023-01-26 00:00:00,2023,1,26,0,0.0,0.407,0.0,2023,1,26,0,4.42,3.34,6.26,1030,78,2.1,0.0,9,sky is clear
2023-01-26 01:00:00,2023,1,26,1,0.0,0.394,0.0,2023,1,26,1,3.91,2.23,5.9,1029,81,2.02,0.0,5,sky is clear
2023-01-26 02:00:00,2023,1,26,2,0.0,0.311,0.0,2023,1,26,2,0.63,-0.29,5.34,1029,84,2.11,0.0,3,sky is clear
2023-01-26 03:00:00,2023,1,26,3,0.0,0.305,0.0,2023,1,26,3,-0.57,-0.29,5.34,1028,87,2.39,0.0,8,sky is clear
2023-01-26 04:00:00,2023,1,26,4,0.0,0.326,0.0,2023,1,26,4,2.36,-0.85,5.15,1028,77,2.58,0.0,92,overcast clouds
2023-01-26 05:00:00,2023,1,26,5,0.0,0.287,0.0,2023,1,26,5,1.6,-0.85,5.34,1027,79,2.83,0.0,91,overcast clouds
2023-01-26 06:00:00,2023,1,26,6,0.0,0.309,0.0,2023,1,26,6,1.41,0.72,6.45,1027,78,3.16,0.0,94,overcast clouds
2023-01-26 07:00:00,2023,1,26,7,0.0,1.236,0.0,2023,1,26,7,1.25,0.72,7.01,1027,78,3.4,0.0,76,broken clouds
2023-01-26 08:00:00,2023,1,26,8,0.333,0.0,0.039,2023,1,26,8,3.02,1.68,6.45,1026,77,2.86,0.0,83,broken clouds
2023-01-26 09:00:00,2023,1,26,9,0.0,0.0,0.293,2023,1,26,9,2.81,2.72,7.01,1027,78,3.18,0.0,47,scattered clouds
2023-01-26 10:00:00,2023,1,26,10,0.0,0.0,0.295,2023,1,26,10,5.35,3.9,8.12,1026,76,2.73,0.0,24,few clouds
2023-01-26 11:00:00,2023,1,26,11,0.0,0.0,0.309,2023,1,26,11,6.8,6.68,9.82,1026,74,3.03,0.0,35,scattered clouds
2023-01-26 12:00:00,2023,1,26,12,0.212,0.0,0.376,2023,1,26,12,9.13,9.23,10.82,1025,71,2.86,0.0,55,broken clouds
2023-01-26 13:00:00,2023,1,26,13,0.007,0.0,0.29,2023,1,26,13,7.84,7.88,11.82,1024,80,3.6,0.0,65,broken clouds
2023-01-26 14:00:00,2023,1,26,14,0.392,0.0,0.314,2023,1,26,14,9.91,8.43,11.82,1022,80,4.05,0.0,77,broken clouds
2023-01-26 15:00:00,2023,1,26,15,0.056,0.0,0.238,2023,1,26,15,10.36,8.99,11.82,1021,75,3.92,0.0,36,scattered clouds
2023-01-26 16:00:00,2023,1,26,16,0.606,0.0,0.169,2023,1,26,16,10.31,9.54,11.82,1021,72,3.78,0.0,7,sky is clear
2023-01-26 17:00:00,2023,1,26,17,1.479,0.0,0.003,2023,1,26,17,9.59,9.71,11.82,1022,65,3.32,0.0,0,sky is clear
2023-01-26 18:00:00,2023,1,26,18,1.577,0.0,0.0,2023,1,26,18,7.82,9.23,9.82,1022,73,3.63,0.0,0,sky is clear
2023-01-26 19:00:00,2023,1,26,19,1.055,0.0,0.0,2023,1,26,19,6.56,8.43,9.45,1022,75,3.74,0.0,0,sky is clear
2023-01-26 20:00:00,2023,1,26,20,0.564,0.0,0.0,2023,1,26,20,5.63,7.72,8.68,1023,78,3.65,0.0,0,sky is clear
2023-01-26 21:00:00,2023,1,26,21,0.721,0.0,0.0,2023,1,26,21,5.3,4.15,7.88,1023,81,3.41,0.0,0,sky is clear
2023-01-26 22:00:00,2023,1,26,22,0.0,0.595,0.0,2023,1,26,22,4.66,6.72,8.68,1024,83,3.24,0.0,0,sky is clear
2023-01-26 23:00:00,2023,1,26,23,0.0,0.507,0.0,2023,1,26,23,4.55,6.68,8.68,1024,83,3.13,0.0,0,sky is clear
2023-01-27 00:00:00,2023,1,27,0,0.0,0.524,0.0,2023,1,27,0,4.75,6.68,8.12,1024,85,2.83,0.0,0,sky is clear
2023-01-27 01:00:00,2023,1,27,1,0.0,0.556,0.0,2023,1,27,1,4.79,5.57,8.12,1024,85,2.69,0.0,1,sky is clear
2023-01-27 02:00:00,2023,1,27,2,0.0,0.57,0.0,2023,1,27,2,2.32,1.38,8.12,1023,86,2.57,0.0,1,sky is clear
2023-01-27 03:00:00,2023,1,27,3,0.0,0.421,0.0,2023,1,27,3,3.3,1.38,5.82,1023,85,2.53,0.0,3,sky is clear
2023-01-27 04:00:00,2023,1,27,4,0.0,0.308,0.0,2023,1,27,4,3.19,0.82,8.12,1023,85,2.71,0.0,2,sky is clear
2023-01-27 05:00:00,2023,1,27,5,0.0,0.29,0.0,2023,1,27,5,2.93,3.99,7.57,1023,84,2.96,0.0,4,sky is clear
2023-01-27 06:00:00,2023,1,27,6,0.0,0.305,0.0,2023,1,27,6,1.11,-0.29,8.12,1023,85,3.11,0.0,6,sky is clear
2023-01-27 07:00:00,2023,1,27,7,0.0,0.893,0.0,2023,1,27,7,1.62,2.88,7.57,1024,84,3.06,0.0,5,sky is clear
2023-01-27 08:00:00,2023,1,27,8,0.313,0.0,0.173,2023,1,27,8,1.73,2.88,7.01,1024,84,2.91,0.0,2,sky is clear
2023-01-27 09:00:00,2023,1,27,9,0.0,0.0,0.299,2023,1,27,9,4.1,2.88,7.82,1024,79,3.39,0.0,0,sky is clear
2023-01-27 10:00:00,2023,1,27,10,0.0,0.0,0.303,2023,1,27,10,8.84,7.57,10.15,1025,64,3.91,0.0,0,sky is clear
2023-01-27 11:00:00,2023,1,27,11,0.0,0.0,0.316,2023,1,27,11,8.95,8.68,10.82,1025,64,4.7,0.0,2,sky is clear
2023-01-27 12:00:00,2023,1,27,12,0.001,0.0,0.596,2023,1,27,12,9.79,7.88,11.82,1024,56,4.49,0.0,2,sky is clear
2023-01-27 13:00:00,2023,1,27,13,0.063,0.0,0.474,2023,1,27,13,10.49,8.99,12.82,1023,55,4.77,0.0,8,sky is clear
2023-01-27 14:00:00,2023,1,27,14,0.046,0.0,0.401,2023,1,27,14,11.04,10.1,14.15,1023,51,5.05,0.0,20,few clouds
2023-01-27 15:00:00,2023,1,27,15,0.481,0.0,0.44,2023,1,27,15,10.49,10.34,14.15,1023,51,4.98,0.0,31,scattered clouds
2023-01-27 16:00:00,2023,1,27,16,0.273,0.0,0.185,2023,1,27,16,10.43,11.21,12.82,1022,51,4.13,0.0,5,sky is clear
2023-01-27 17:00:00,2023,1,27,17,0.458,0.0,0.009,2023,1,27,17,9.85,11.21,12.23,1023,53,3.44,0.0,0,sky is clear
2023-01-27 18:00:00,2023,1,27,18,0.493,0.0,0.0,2023,1,27,18,8.71,8.68,10.66,1023,63,3.84,0.0,0,sky is clear
2023-01-27 19:00:00,2023,1,27,19,0.506,0.0,0.0,2023,1,27,19,6.81,7.57,9.54,1024,64,3.87,0.0,0,sky is clear
2023-01-27 20:00:00,2023,1,27,20,0.612,0.0,0.0,2023,1,27,20,6.46,6.38,9.54,1024,67,3.68,0.0,0,sky is clear
2023-01-27 21:00:00,2023,1,27,21,0.571,0.0,0.0,2023,1,27,21,5.57,6.45,8.43,1025,69,3.49,0.0,0,sky is clear
2023-01-27 22:00:00,2023,1,27,22,0.0,0.578,0.0,2023,1,27,22,4.82,6.45,7.88,1025,74,3.23,0.0,0,sky is clear
2023-01-27 23:00:00,2023,1,27,23,0.0,0.494,0.0,2023,1,27,23,4.97,6.45,7.88,1025,77,2.95,0.0,0,sky is clear
2023-01-28 00:00:00,2023,1,28,0,0.0,0.595,0.0,2023,1,28,0,4.71,6.12,6.82,1025,78,2.83,0.0,0,sky is clear
2023-01-28 01:00:00,2023,1,28,1,0.0,0.37,0.0,2023,1,28,1,3.58,4.15,6.77,1025,80,2.78,0.0,0,sky is clear
2023-01-28 02:00:00,2023,1,28,2,0.0,0.316,0.0,2023,1,28,2,2.4,1.93,6.21,1025,83,2.66,0.0,0,sky is clear
2023-01-28 03:00:00,2023,1,28,3,0.0,0.315,0.0,2023,1,28,3,1.49,0.82,5.66,1025,85,2.47,0.0,0,sky is clear
2023-01-28 04:00:00,2023,1,28,4,0.0,0.3,0.0,2023,1,28,4,0.66,0.26,5.1,1026,87,2.35,0.0,0,sky is clear
2023-01-28 05:00:00,2023,1,28,5,0.0,0.318,0.0,2023,1,28,5,-0.02,0.26,5.1,1026,87,2.26,0.0,0,sky is clear
2023-01-28 06:00:00,2023,1,28,6,0.0,1.018,0.0,2023,1,28,6,2.21,-0.29,4.59,1026,74,2.28,0.0,0,sky is clear
2023-01-28 07:00:00,2023,1,28,7,0.0,1.364,0.0,2023,1,28,7,2.34,2.72,4.59,1026,74,2.33,0.0,0,sky is clear
2023-01-28 08:00:00,2023,1,28,8,0.124,0.0,0.179,2023,1,28,8,1.52,2.23,4.23,1026,89,2.39,0.0,0,sky is clear
2023-01-28 09:00:00,2023,1,28,9,0.062,0.0,0.444,2023,1,28,9,3.64,2.49,6.26,1027,68,3.09,0.0,0,sky is clear
2023-01-28 10:00:00,2023,1,28,10,0.11,0.0,0.459,2023,1,28,10,5.27,4.54,7.37,1027,65,2.8,0.0,0,sky is clear
2023-01-28 11:00:00,2023,1,28,11,0.213,0.0,0.652,2023,1,28,11,7.11,5.66,9.04,1027,62,2.91,0.0,0,sky is clear
2023-01-28 12:00:00,2023,1,28,12,0.0,0.0,0.315,2023,1,28,12,9.14,9.15,10.7,1026,55,2.5,0.0,0,sky is clear
2023-01-28 13:00:00,2023,1,28,13,0.0,0.0,0.305,2023,1,28,13,10.63,10.34,12.37,1025,51,1.9,0.0,0,sky is clear
2023-01-28 14:00:00,2023,1,28,14,0.758,0.0,0.408,2023,1,28,14,10.95,10.9,13.04,1024,51,2.2,0.0,0,sky is clear
2023-01-28 15:00:00,2023,1,28,15,1.328,0.0,0.544,2023,1,28,15,10.47,11.45,13.6,1024,53,3.06,0.0,1,sky is clear
2023-01-28 16:00:00,2023,1,28,16,0.478,0.0,0.182,2023,1,28,16,10.56,10.1,14.15,1024,54,3.07,0.0,25,scattered clouds
2023-01-28 17:00:00,2023,1,28,17,0.553,0.0,0.002,2023,1,28,17,10.52,10.66,11.82,1024,57,2.45,0.0,17,few clouds
2023-01-28 18:00:00,2023,1,28,18,0.902,0.0,0.0,2023,1,28,18,8.32,9.15,10.1,1024,62,2.89,0.0,1,sky is clear
2023-01-28 19:00:00,2023,1,28,19,2.183,0.0,0.0,2023,1,28,19,5.93,6.93,9.54,1025,66,3.33,0.0,0,sky is clear
2023-01-28 20:00:00,2023,1,28,20,1.155,0.0,0.0,2023,1,28,20,5.9,7.01,8.99,1025,67,3.51,0.0,0,sky is clear
2023-01-28 21:00:00,2023,1,28,21,0.71,0.0,0.0,2023,1,28,21,6.33,4.71,8.82,1026,67,3.0,0.0,0,sky is clear
2023-01-28 22:00:00,2023,1,28,22,0.0,1.683,0.0,2023,1,28,22,4.76,4.71,7.88,1026,73,2.8,0.0,2,sky is clear
2023-01-28 23:00:00,2023,1,28,23,0.0,0.916,0.0,2023,1,28,23,3.31,4.15,6.68,1026,75,2.82,0.0,3,sky is clear
2023-01-29 00:00:00,2023,1,29,0,0.0,0.557,0.0,2023,1,29,0,2.73,4.23,7.23,1026,76,2.78,0.0,2,sky is clear
2023-01-29 01:00:00,2023,1,29,1,0.0,0.41,0.0,2023,1,29,1,2.77,3.12,7.23,1026,78,2.73,0.0,2,sky is clear
2023-01-29 02:00:00,2023,1,29,2,0.0,0.325,0.0,2023,1,29,2,3.77,3.12,6.12,1026,79,2.58,0.0,1,sky is clear
2023-01-29 03:00:00,2023,1,29,3,0.0,0.331,0.0,2023,1,29,3,2.69,3.12,5.57,1026,80,2.5,0.0,1,sky is clear
2023-01-29 04:00:00,2023,1,29,4,0.0,0.366,0.0,2023,1,29,4,0.66,2.57,5.57,1026,81,2.41,0.0,1,sky is clear
2023-01-29 05:00:00,2023,1,29,5,0.0,0.321,0.0,2023,1,29,5,-1.49,0.72,4.45,1026,83,2.41,0.0,0,sky is clear
2023-01-29 06:00:00,2023,1,29,6,0.0,0.306,0.0,2023,1,29,6,-1.75,0.72,4.45,1026,83,2.46,0.0,1,sky is clear
2023-01-29 07:00:00,2023,1,29,7,0.0,1.177,0.0,2023,1,29,7,-1.79,0.72,3.9,1027,84,2.37,0.0,2,sky is clear
2023-01-29 08:00:00,2023,1,29,8,0.222,0.0,0.176,2023,1,29,8,1.31,-0.28,4.04,1027,71,2.43,0.0,0,sky is clear
2023-01-29 09:00:00,2023,1,29,9,0.13,0.0,0.437,2023,1,29,9,3.17,2.49,5.7,1028,65,2.87,0.0,1,sky is clear
2023-01-29 10:00:00,2023,1,29,10,0.657,0.0,0.749,2023,1,29,10,5.62,6.68,6.93,1028,64,1.87,0.0,1,sky is clear
2023-01-29 11:00:00,2023,1,29,11,0.022,0.0,0.606,2023,1,29,11,6.66,7.72,8.6,1028,59,2.13,0.0,0,sky is clear
2023-01-29 12:00:00,2023,1,29,12,0.794,0.0,0.995,2023,1,29,12,7.79,8.68,10.26,1028,56,2.48,0.0,0,sky is clear
2023-01-29 13:00:00,2023,1,29,13,0.0,0.0,0.587,2023,1,29,13,8.31,9.23,11.38,1027,52,2.8,0.0,0,sky is clear
2023-01-29 14:00:00,2023,1,29,14,0.615,0.0,0.448,2023,1,29,14,8.77,10.15,11.82,1026,52,2.54,0.0,3,sky is clear
2023-01-29 15:00:00,2023,1,29,15,0.469,0.0,0.505,2023,1,29,15,9.24,9.54,12.49,1025,50,2.06,0.0,46,scattered clouds
2023-01-29 16:00:00,2023,1,29,16,3.381,0.0,0.192,2023,1,29,16,9.31,10.1,13.04,1025,48,1.62,0.0,44,scattered clouds
2023-01-29 17:00:00,2023,1,29,17,1.893,0.0,0.002,2023,1,29,17,9.17,10.1,11.82,1026,48,1.01,0.0,23,few clouds
2023-01-29 18:00:00,2023,1,29,18,0.659,0.0,0.0,2023,1,29,18,7.78,6.93,10.01,1026,53,1.99,0.0,4,sky is clear
2023-01-29 19:00:00,2023,1,29,19,0.568,0.0,0.0,2023,1,29,19,5.13,5.72,8.9,1026,57,1.9,0.0,2,sky is clear
2023-01-29 20:00:00,2023,1,29,20,1.097,0.0,0.0,2023,1,29,20,5.12,4.71,8.34,1027,67,1.62,0.0,0,sky is clear
2023-01-29 21:00:00,2023,1,29,21,1.375,0.0,0.0,2023,1,29,21,4.17,4.15,8.34,1027,76,1.63,0.0,1,sky is clear
2023-01-29 22:00:00,2023,1,29,22,0.0,1.643,0.0,2023,1,29,22,2.92,3.04,7.23,1028,84,1.78,0.0,13,few clouds
2023-01-29 23:00:00,2023,1,29,23,0.0,1.656,0.0,2023,1,29,23,2.27,2.49,6.68,1028,87,1.53,0.0,11,few clouds
2023-01-30 00:00:00,2023,1,30,0,0.0,0.557,0.0,2023,1,30,0,2.13,1.93,6.21,1028,87,1.56,0.0,2,sky is clear
2023-01-30 01:00:00,2023,1,30,1,0.0,0.446,0.0,2023,1,30,1,2.87,3.12,5.57,1028,86,1.58,0.0,0,sky is clear
2023-01-30 02:00:00,2023,1,30,2,0.0,0.305,0.0,2023,1,30,2,4.37,2.57,5.82,1028,84,1.73,0.0,0,sky is clear
2023-01-30 03:00:00,2023,1,30,3,0.0,0.29,0.0,2023,1,30,3,4.03,2.01,5.82,1028,84,1.99,0.0,0,sky is clear
2023-01-30 04:00:00,2023,1,30,4,0.0,0.313,0.0,2023,1,30,4,2.91,1.45,5.01,1029,82,2.14,0.0,0,sky is clear
2023-01-30 05:00:00,2023,1,30,5,0.0,0.288,0.0,2023,1,30,5,2.78,1.45,4.82,1029,82,2.25,0.0,2,sky is clear
2023-01-30 06:00:00,2023,1,30,6,0.0,0.313,0.0,2023,1,30,6,1.78,0.9,4.54,1029,82,2.4,0.0,0,sky is clear
2023-01-30 07:00:00,2023,1,30,7,0.0,2.207,0.0,2023,1,30,7,1.72,0.9,4.54,1029,83,2.47,0.0,0,sky is clear
2023-01-30 08:00:00,2023,1,30,8,0.321,0.0,0.191,2023,1,30,8,0.85,0.9,4.54,1030,82,2.48,0.0,1,sky is clear
2023-01-30 09:00:00,2023,1,30,9,0.0,0.0,0.362,2023,1,30,9,3.23,4.54,5.7,1030,66,3.06,0.0,0,sky is clear
